route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,21,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,22,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,23,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,24,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,25,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,26,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,27,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,28,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,29,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,30,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,31,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,32,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,33,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,34,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,35,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,36,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,37,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,38,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,39,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,40,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,41,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,42,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,43,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,44,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,45,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,46,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,47,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,48,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,49,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,50,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,51,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,52,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,53,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,54,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,55,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,56,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,57,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,58,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,59,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,60,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,61,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,62,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,63,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,64,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,65,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,66,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,67,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,68,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,69,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,70,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,71,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,72,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,73,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,74,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,75,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,76,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,77,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,78,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,79,60,19.92173883552266,11704.247438304503,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127
