route_key,direction,dk_name,db_name,edge_seq,from_node_id,to_node_id,from_name,to_name,from_role,to_role,x1,y1,x2,y2,edge_distance_m,edge_cost,nofly_clearance_m,nearest_flz_distance_m,route_hit_density,is_outer_zone_edge
DK03_to_DB01_forward,forward,DK03,DB01,1,9151,6728,MAJ019,MAJ017,TN_major,TN_major,3050.0,4500.0,3100.0,3300.0,1201.0412149464314,1.4475314952733915,385.50226977282506,720.2777242147642,10.846153846153847,1
DK03_to_DB01_forward,forward,DK03,DB01,2,6728,4103,MAJ017,MIN006,TN_major,TN_minor,3100.0,3300.0,3150.0,2000.0,1300.9611831257687,1.4282789094044335,324.967023757015,237.3912284312055,10.25,0
DK03_to_DB01_forward,forward,DK03,DB01,3,4103,2956,MIN006,DB01,TN_minor,DB,3150.0,2000.0,1350.0,1450.0,1882.1530224718713,2.0263468986536366,100.0,407.94778941914467,5.102564102564102,0
DB01_to_DK03_backward,backward,DK03,DB01,0,2956,4103,DB01,MIN006,DB,TN_minor,1350.0,1450.0,3150.0,2000.0,1882.1530224718713,2.0263468986536366,100.0,407.94778941914467,5.102564102564102,0
DB01_to_DK03_backward,backward,DK03,DB01,1,4103,6728,MIN006,MAJ017,TN_minor,TN_major,3150.0,2000.0,3100.0,3300.0,1300.9611831257687,1.4282789094044335,324.967023757015,237.3912284312055,10.25,0
DB01_to_DK03_backward,backward,DK03,DB01,2,6728,9151,MAJ017,MAJ019,TN_major,TN_major,3100.0,3300.0,3050.0,4500.0,1201.0412149464314,1.4475314952733915,385.50226977282506,720.2777242147642,10.846153846153847,1
DB01_to_DK03_backward,backward,DK03,DB01,3,9151,9253,MAJ019,DK03,TN_major,DK,3050.0,4500.0,3100.0,4550.0,70.71067811865476,0.35425646566457275,447.21359549995793,860.2325267042627,50.666666666666664,1
DK03_to_DB01_outer_backup,outer_backup,DK03,DB01,0,9253,9151,DK03,MAJ019,DK,TN_major,3100.0,4550.0,3050.0,4500.0,70.71067811865476,0.6199488149130022,447.21359549995793,860.2325267042627,50.666666666666664,1
DK03_to_DB01_outer_backup,outer_backup,DK03,DB01,1,9151,9105,MAJ019,MAJ013,TN_major,TN_major,3050.0,4500.0,750.0,4500.0,2300.0,3.236826138129917,150.0,500.0,12.404255319148936,1
DK03_to_DB01_outer_backup,outer_backup,DK03,DB01,2,9105,9151,MAJ013,MAJ019,TN_major,TN_major,750.0,4500.0,3050.0,4500.0,2300.0,3.236826138129917,150.0,500.0,12.404255319148936,1
DK03_to_DB01_outer_backup,outer_backup,DK03,DB01,3,9151,9253,MAJ019,DK03,TN_major,DK,3050.0,4500.0,3100.0,4550.0,70.71067811865476,0.6199488149130022,447.21359549995793,860.2325267042627,50.666666666666664,1
DK03_to_DB01_outer_backup,outer_backup,DK03,DB01,4,9253,8943,DK03,MAJ009,DK,TN_major,3100.0,4550.0,2750.0,4400.0,380.7886552931954,2.4076262438600975,291.547594742265,565.685424949238,14.333333333333334,1
DK03_to_DB01_outer_backup,outer_backup,DK03,DB01,5,8943,4103,MAJ009,MIN006,TN_major,TN_minor,2750.0,4400.0,3150.0,2000.0,2433.105012119288,3.082050035384001,238.4045609754088,189.3730201868185,7.24,1
DK03_to_DB01_outer_backup,outer_backup,DK03,DB01,6,4103,3476,MIN006,MIN018,TN_minor,TN_minor,3150.0,2000.0,2100.0,1700.0,1092.0164833920778,24.39595043040879,315.9417903285873,405.2407202173964,2.9565217391304346,0
DK03_to_DB01_outer_backup,outer_backup,DK03,DB01,7,3476,4354,MIN018,MIN016,TN_minor,TN_minor,2100.0,1700.0,550.0,2150.0,1614.0012391568973,3.744100297010942,161.09131951517588,1030.7764064044152,4.0588235294117645,1
DK03_to_DB01_outer_backup,outer_backup,DK03,DB01,8,4354,6073,MIN016,MIN017,TN_minor,TN_minor,550.0,2150.0,650.0,3000.0,855.8621384311845,4.15936726397807,111.80339887498948,1972.308292331602,2.0526315789473686,1
DK03_to_DB01_outer_backup,outer_backup,DK03,DB01,9,6073,2956,MIN017,DB01,TN_minor,DB,650.0,3000.0,1350.0,1450.0,1700.735135169495,4.275180720695886,91.43973146174442,1783.093505394373,4.0,1
DK03_to_DB02_forward,forward,DK03,DB02,0,9253,9151,DK03,MAJ019,DK,TN_major,3100.0,4550.0,3050.0,4500.0,70.71067811865476,0.35425646566457275,447.21359549995793,860.2325267042627,50.666666666666664,1
DK03_to_DB02_forward,forward,DK03,DB02,1,9151,6728,MAJ019,MAJ017,TN_major,TN_major,3050.0,4500.0,3100.0,3300.0,1201.0412149464314,1.4475314952733915,385.50226977282506,720.2777242147642,10.846153846153847,1
DK03_to_DB02_forward,forward,DK03,DB02,2,6728,4103,MAJ017,MIN006,TN_major,TN_minor,3100.0,3300.0,3150.0,2000.0,1300.9611831257687,1.4282789094044335,324.967023757015,237.3912284312055,10.25,0
DK03_to_DB02_forward,forward,DK03,DB02,3,4103,2956,MIN006,DB01,TN_minor,DB,3150.0,2000.0,1350.0,1450.0,1882.1530224718713,2.0263468986536366,100.0,407.94778941914467,5.102564102564102,0
DK03_to_DB02_forward,forward,DK03,DB02,4,2956,4494,DB01,MAJ003,DB,TN_major,1350.0,1450.0,2500.0,2200.0,1372.953021774598,1.8119639663275346,100.0,427.20018726587654,12.172413793103448,0
DK03_to_DB02_forward,forward,DK03,DB02,5,4494,2711,MAJ003,DB02,TN_major,DB,2500.0,2200.0,4250.0,1300.0,1967.8668654154426,1.8493603400724525,100.0,37.16517186829642,10.585365853658537,0
DB02_to_DK03_backward,backward,DK03,DB02,0,2711,4494,DB02,MAJ003,DB,TN_major,4250.0,1300.0,2500.0,2200.0,1967.8668654154426,1.8493603400724525,100.0,37.16517186829642,10.585365853658537,0
DB02_to_DK03_backward,backward,DK03,DB02,1,4494,2956,MAJ003,DB01,TN_major,DB,2500.0,2200.0,1350.0,1450.0,1372.953021774598,1.8119639663275346,100.0,427.20018726587654,12.172413793103448,0
DB02_to_DK03_backward,backward,DK03,DB02,2,2956,4103,DB01,MIN006,DB,TN_minor,1350.0,1450.0,3150.0,2000.0,1882.1530224718713,2.0263468986536366,100.0,407.94778941914467,5.102564102564102,0
DB02_to_DK03_backward,backward,DK03,DB02,3,4103,6728,MIN006,MAJ017,TN_minor,TN_major,3150.0,2000.0,3100.0,3300.0,1300.9611831257687,1.4282789094044335,324.967023757015,237.3912284312055,10.25,0
DB02_to_DK03_backward,backward,DK03,DB02,4,6728,9151,MAJ017,MAJ019,TN_major,TN_major,3100.0,3300.0,3050.0,4500.0,1201.0412149464314,1.4475314952733915,385.50226977282506,720.2777242147642,10.846153846153847,1
DB02_to_DK03_backward,backward,DK03,DB02,5,9151,9253,MAJ019,DK03,TN_major,DK,3050.0,4500.0,3100.0,4550.0,70.71067811865476,0.35425646566457275,447.21359549995793,860.2325267042627,50.666666666666664,1
DK03_to_DB02_outer_backup,outer_backup,DK03,DB02,0,9253,9151,DK03,MAJ019,DK,TN_major,3100.0,4550.0,3050.0,4500.0,70.71067811865476,0.6199488149130022,447.21359549995793,860.2325267042627,50.666666666666664,1
DK03_to_DB02_outer_backup,outer_backup,DK03,DB02,1,9151,8722,MAJ019,MAJ007,TN_major,TN_major,3050.0,4500.0,1800.0,4300.0,1265.8988901172163,2.9080080007189824,219.91290637553013,383.2282679101894,8.962962962962964,1
DK03_to_DB02_outer_backup,outer_backup,DK03,DB02,2,8722,9151,MAJ007,MAJ019,TN_major,TN_major,1800.0,4300.0,3050.0,4500.0,1265.8988901172163,2.9080080007189824,219.91290637553013,383.2282679101894,8.962962962962964,1
DK03_to_DB02_outer_backup,outer_backup,DK03,DB02,3,9151,9253,MAJ019,DK03,TN_major,DK,3050.0,4500.0,3100.0,4550.0,70.71067811865476,0.6199488149130022,447.21359549995793,860.2325267042627,50.666666666666664,1
DK03_to_DB02_outer_backup,outer_backup,DK03,DB02,4,9253,8943,DK03,MAJ009,DK,TN_major,3100.0,4550.0,2750.0,4400.0,380.7886552931954,2.4076262438600975,291.547594742265,565.685424949238,14.333333333333334,1
DK03_to_DB02_outer_backup,outer_backup,DK03,DB02,5,8943,4103,MAJ009,MIN006,TN_major,TN_minor,2750.0,4400.0,3150.0,2000.0,2433.105012119288,3.082050035384001,238.4045609754088,189.3730201868185,7.24,1
DK03_to_DB02_outer_backup,outer_backup,DK03,DB02,6,4103,3204,MIN006,MAJ012,TN_minor,TN_major,3150.0,2000.0,3650.0,1550.0,672.6812023536855,20.175765050679225,368.6883812231943,76.6818234056566,6.8,0
DK03_to_DB02_outer_backup,outer_backup,DK03,DB02,7,3204,2711,MAJ012,DB02,TN_major,DB,3650.0,1550.0,4250.0,1300.0,650.0,22.255444749026605,150.00000000000009,100.0,16.571428571428573,0
DK04_to_DB01_forward_forced,forward,DK04,DB01,0,2329,4354,DK04,MIN016,DK,TN_minor,300.0,1150.0,550.0,2150.0,1030.7764064044152,1.8586059816982015,376.0171390892826,2358.495283014151,7.045454545454546,1
DK04_to_DB01_forward_forced,forward,DK04,DB01,1,4354,3058,MIN016,MAJ015,TN_minor,TN_major,550.0,2150.0,1400.0,1500.0,1070.046727951635,2.3328514986031244,113.04391014041714,1724.0939649566667,3.8260869565217392,1
DK04_to_DB01_forward_forced,forward,DK04,DB01,2,3058,2956,MAJ015,DB01,TN_major,DB,1400.0,1500.0,1350.0,1450.0,70.71067811865476,0.811498729534718,100.0,1724.0939649566667,66.0,0
DK04_to_DB01_forward_forced,forward,DK04,DB01,3,2956,4494,DB01,MAJ003,DB,TN_major,1350.0,1450.0,2500.0,2200.0,1372.953021774598,1.8119639663275346,100.0,427.20018726587654,12.172413793103448,0
DK04_to_DB01_forward_forced,forward,DK04,DB01,4,4494,4479,MAJ003,MAJ011,TN_major,TN_major,2500.0,2200.0,1750.0,2200.0,750.0,1.7546442729111649,100.0,427.20018726587654,11.625,0
DK04_to_DB01_forward_forced,forward,DK04,DB01,5,4479,3008,MAJ011,MIN008,TN_major,TN_minor,1750.0,2200.0,3950.0,1450.0,2324.327859833892,1.9957765043551918,100.0,92.52873240027458,6.083333333333333,0
DK04_to_DB01_forward_forced,forward,DK04,DB01,6,3008,3204,MIN008,MAJ012,TN_minor,TN_major,3950.0,1450.0,3650.0,1550.0,316.22776601683796,1.5026350615544348,200.0,100.0,10.5,0
DK04_to_DB01_forward_forced,forward,DK04,DB01,7,3204,2711,MAJ012,DB02,TN_major,DB,3650.0,1550.0,4250.0,1300.0,650.0,1.4836963166017736,150.00000000000009,100.0,16.571428571428573,0
DK04_to_DB01_forward_forced,forward,DK04,DB01,8,2711,2811,DB02,MAJ018,DB,TN_major,4250.0,1300.0,4200.0,1350.0,70.71067811865476,0.3109040798636344,176.7766952966369,626.4982043070834,68.33333333333333,0
DK04_to_DB01_forward_forced,forward,DK04,DB01,9,2811,4805,MAJ018,FLZ04,TN_major,FLZ,4200.0,1350.0,2900.0,2350.0,1640.1219466856726,5.177841375034508,141.4213562373095,0.0,10.088235294117647,0
DK04_to_DB01_forward_forced,forward,DK04,DB01,10,4805,2811,FLZ04,MAJ018,FLZ,TN_major,2900.0,2350.0,4200.0,1350.0,1640.1219466856726,5.177841375034508,141.4213562373095,0.0,10.088235294117647,0
DK04_to_DB01_forward_forced,forward,DK04,DB01,11,2811,2711,MAJ018,DB02,TN_major,DB,4200.0,1350.0,4250.0,1300.0,70.71067811865476,0.3109040798636344,176.7766952966369,626.4982043070834,68.33333333333333,0
DK04_to_DB01_forward_forced,forward,DK04,DB01,12,2711,3204,DB02,MAJ012,DB,TN_major,4250.0,1300.0,3650.0,1550.0,650.0,1.4836963166017736,150.00000000000009,100.0,16.571428571428573,0
DK04_to_DB01_forward_forced,forward,DK04,DB01,13,3204,3008,MAJ012,MIN008,TN_major,TN_minor,3650.0,1550.0,3950.0,1450.0,316.22776601683796,1.5026350615544348,200.0,100.0,10.5,0
