edge_id,u,v,u_name,v_name,u_role,v_role,x1,y1,x2,y2,distance_m,nofly_clearance_m,route_hit_density,nearest_flz_distance_m,emergency_support,is_tn_edge,is_flz_edge,u_is_outer_zone,v_is_outer_zone,is_outer_zone_edge,edge_cost,aco_initial_desirability,edge_cost_distance_component,edge_cost_density_component,edge_cost_clearance_risk_component,edge_cost_outer_zone_component
50,9253,8425,DK03,MAJ008,DK,TN_major,3100.0,4550.0,2100.0,4150.0,1077.0329614269008,278.8702118214178,11.304347826086957,232.92959955125306,0.9584981419857442,1,0,False,False,0,1.4549230928242383,0.6873215532367695,0.48353194273633815,0.5203382198428981,0.5352163136309703,0.0
51,9253,8943,DK03,MAJ009,DK,TN_major,3100.0,4550.0,2750.0,4400.0,380.7886552931954,291.547594742265,14.333333333333334,565.685424949238,0.7788007830714049,1,0,False,True,1,1.3757864250629128,0.7268570046795391,0.17095435781458504,0.6597621787495207,0.514087342096225,1.0
52,9253,5615,DK03,MAJ010,DK,TN_major,3100.0,4550.0,3000.0,2750.0,1802.7756377319947,223.60679774997897,12.263157894736842,412.31056256176606,0.8756292572035382,1,0,False,False,0,1.647851456043646,0.6068508155467585,0.8093527660243808,0.5644721700684394,0.6273220037500351,0.0
53,9253,9105,DK03,MAJ013,DK,TN_major,3100.0,4550.0,750.0,4500.0,2350.5318547086317,110.90693045171837,14.244897959183673,534.3739847293805,0.8000426199643932,1,0,False,True,1,1.889346752500744,0.5292834672494064,1.0552668997847119,0.6556915056010898,0.8151551159138027,1.0
54,9253,6291,DK03,MAJ016,DK,TN_major,3100.0,4550.0,1450.0,3100.0,2196.5882636488795,100.0,10.71111111111111,84.87046522653594,0.9943884633005864,1,0,False,False,0,1.8744038380873362,0.533502962211394,0.98615421120152,0.49303158163917665,0.8333333333333334,0.0
55,9253,6728,DK03,MAJ017,DK,TN_major,3100.0,4550.0,3100.0,3300.0,1250.0,350.0,15.461538461538462,750.0,0.6443887248251953,1,0,False,False,0,1.4171638868823255,0.70563469000042,0.561185172661445,0.7116933699212182,0.41666666666666663,0.0
56,9253,9151,DK03,MAJ019,DK,TN_major,3100.0,4550.0,3050.0,4500.0,70.71067811865476,447.21359549995793,50.666666666666664,860.2325267042627,0.5609491608144708,1,0,False,True,1,0.35425646566457275,2.8228136870389506,0.0317454272872201,2.3321825853471427,0.2546440075000701,1.0
57,9253,5292,DK03,MIN001,DK,TN_minor,3100.0,4550.0,2000.0,2600.0,2238.861317723811,231.1805451253291,8.543478260869565,383.011136736515,0.8917161219512397,1,0,False,False,0,1.7617383518607939,0.5676211787884246,1.0051326201214938,0.3932556161504979,0.6146990914577848,0.0
58,9253,5701,DK03,MIN002,DK,TN_minor,3100.0,4550.0,2250.0,2800.0,1945.507645834372,111.80339887498948,6.2,435.01040969354835,0.8625698855165591,1,0,False,False,0,1.9962832920809002,0.5009309069343624,0.8734320353133787,0.2853855005753741,0.8136610018750176,0.0
59,9253,6708,DK03,MIN003,DK,TN_minor,3100.0,4550.0,2100.0,3300.0,1600.7810593582121,445.4777359455135,8.558823529411764,243.22311553429955,0.9548349465076015,1,0,False,False,0,1.3010475481523043,0.7686114173307194,0.7186676761512872,0.39396195762539776,0.25753710675747754,0.0
60,9253,9312,DK03,MIN004,DK,TN_minor,3100.0,4550.0,1000.0,4600.0,2100.5951537600004,87.17053401856371,7.886363636363637,567.709858558575,0.7774059823694875,1,0,False,True,1,2.0585149892270964,0.48578708692107536,0.9430582832436802,0.3630086829166232,0.8547157766357272,1.0
61,9253,8533,DK03,MIN005,DK,TN_minor,3100.0,4550.0,2450.0,4200.0,738.24115301167,325.0982757396424,11.75,223.60679774997897,0.9616906016054253,1,0,False,False,0,1.3279984350835583,0.7530129355439185,0.3314319911349106,0.5408515535097815,0.4581695404339293,0.0
62,9253,5693,DK03,MIN007,DK,TN_minor,3100.0,4550.0,1850.0,2800.0,2150.5813167606566,250.0,7.0,290.6426336514791,0.9361358810187579,1,0,False,False,0,1.7337775186944768,0.576775272038937,0.9654994780550454,0.32220943613348685,0.5833333333333333,0.0
